Date,buyT,buyP,sellT,sellP,PandL
2020-08-07,13:45:00,36.45,15:15:00,36.6,0.14999999999999858
2020-08-10,13:30:00,38.25,14:45:00,37.67142857142857,-0.5785714285714292
2020-08-14,09:15:00,37.7,14:00:00,37.378571428571426,-0.3214285714285765
2020-08-19,11:15:00,37.35,13:15:00,37.76428571428572,0.41428571428571814
2020-08-19,14:45:00,37.7,15:15:00,37.55,-0.15000000000000568
2020-08-19,13:15:00,37.75,15:15:00,37.55,-0.20000000000000284
2020-08-20,12:00:00,38.75,12:30:00,39.49285714285714,0.7428571428571402
2020-08-20,14:45:00,39.1,15:15:00,38.4,-0.7000000000000028
2020-08-26,14:15:00,40.2,15:15:00,40.05,-0.15000000000000568
2020-08-26,10:45:00,40.4,15:15:00,40.05,-0.3500000000000014
2020-08-26,12:45:00,40.2,15:15:00,40.05,-0.15000000000000568
2020-08-25,14:45:00,40.25,15:00:00,40.80714285714286,0.5571428571428569
2020-08-27,09:15:00,40.25,09:30:00,39.73571428571429,-0.5142857142857125
2020-09-02,10:45:00,38.6,13:45:00,39.4,0.7999999999999972
2020-09-02,13:00:00,38.7,13:15:00,39.050000000000004,0.3500000000000014
2020-09-02,11:30:00,38.75,13:45:00,39.44285714285714,0.6928571428571431
2020-09-10,11:30:00,37.95,13:30:00,37.28571428571429,-0.664285714285711
2020-09-16,12:00:00,37.25,15:15:00,37.2,-0.04999999999999716
2020-09-18,11:15:00,37.2,13:45:00,37.43571428571429,0.23571428571428754
2020-09-18,15:15:00,37.5,15:15:00,37.5,0.0
2020-09-18,13:30:00,37.4,13:45:00,37.55714285714286,0.15714285714285836
2020-09-25,14:30:00,36.75,15:15:00,36.6,-0.14999999999999858
2020-09-28,10:45:00,36.9,12:30:00,37.135714285714286,0.23571428571428754
2020-09-28,09:30:00,36.95,12:30:00,37.19285714285715,0.24285714285714732
2020-09-28,12:00:00,36.9,12:30:00,37.107142857142854,0.20714285714285552
2020-09-28,15:15:00,37.25,15:15:00,37.25,0.0
2020-09-29,11:45:00,37.4,15:15:00,37.25,-0.14999999999999858
2020-10-01,11:15:00,37.1,15:15:00,37.05,-0.05000000000000426
2020-10-01,12:45:00,37.15,15:15:00,37.05,-0.10000000000000142
2020-10-05,09:15:00,37.2,11:45:00,36.92142857142857,-0.278571428571432
2020-10-12,09:15:00,36.7,10:45:00,36.175000000000004,-0.5249999999999986
2020-10-13,13:30:00,36.2,15:15:00,36.35714285714286,0.15714285714285836
2020-10-15,12:45:00,36.65,14:15:00,36.15714285714286,-0.4928571428571402
2020-10-15,11:00:00,36.2,11:15:00,36.51428571428571,0.3142857142857096
2020-10-26,09:15:00,35.55,15:15:00,35.16428571428571,-0.3857142857142861
2020-10-23,12:45:00,35.3,15:15:00,35.35,0.05000000000000426
2020-10-23,11:00:00,35.4,15:15:00,35.35,-0.04999999999999716
2020-10-29,11:00:00,35.65,12:30:00,35.878571428571426,0.22857142857142776
2020-10-29,12:00:00,35.65,15:15:00,35.45,-0.19999999999999574
2020-10-30,12:15:00,35.85,15:15:00,35.7,-0.14999999999999858
2020-11-02,09:15:00,36.45,09:30:00,36.06428571428572,-0.3857142857142861
2020-11-02,10:30:00,36.2,15:15:00,35.95,-0.25
2020-11-02,11:15:00,36.25,15:15:00,35.95,-0.29999999999999716
2020-11-02,13:45:00,36.15,14:45:00,35.91428571428571,-0.23571428571428754
2020-11-06,09:15:00,38.5,15:15:00,37.75,-0.75
2020-11-05,10:15:00,36.4,15:15:00,36.3,-0.10000000000000142
2020-11-06,13:30:00,38.3,15:00:00,37.78571428571428,-0.5142857142857196
2020-11-17,13:00:00,36.5,13:45:00,36.72142857142857,0.22142857142856798
2020-11-14,18:15:00,36.5,19:00:00,36.45,-0.04999999999999716
2020-11-18,14:30:00,39.3,14:45:00,39.942857142857136,0.6428571428571388
2020-11-18,11:45:00,38.15,13:15:00,38.72142857142857,0.5714285714285694
2020-11-17,11:30:00,36.5,13:45:00,36.82857142857142,0.3285714285714221
2020-11-19,11:45:00,39.55,14:15:00,38.253571428571426,-1.2964285714285708
2020-11-19,09:30:00,39.85,14:00:00,38.53214285714286,-1.317857142857143
2020-11-23,13:30:00,38.6,15:15:00,38.3,-0.30000000000000426
2020-11-23,14:45:00,38.55,15:15:00,38.3,-0.25
2020-11-24,09:15:00,39.0,15:15:00,38.75,-0.25
2020-11-24,13:00:00,38.9,15:15:00,38.75,-0.14999999999999858
2020-11-27,13:30:00,38.65,15:15:00,38.45,-0.19999999999999574
2020-11-27,14:30:00,38.7,15:15:00,38.45,-0.25
2020-11-27,10:30:00,38.7,15:15:00,38.45,-0.25
2020-12-01,09:15:00,39.4,09:45:00,39.93571428571428,0.5357142857142847
2020-11-27,12:00:00,38.8,15:15:00,38.45,-0.3499999999999943
2020-12-01,14:15:00,41.45,15:15:00,41.15,-0.30000000000000426
2020-12-02,10:45:00,42.45,14:15:00,43.33571428571429,0.8857142857142861
2020-12-02,13:45:00,42.4,14:15:00,43.0,0.6000000000000014
2020-12-02,09:15:00,42.75,14:15:00,43.42857142857143,0.6785714285714306
2020-12-03,12:45:00,47.9,13:45:00,48.857142857142854,0.9571428571428555
2020-12-03,09:15:00,48.45,14:15:00,50.12857142857143,1.6785714285714306
2020-12-04,13:00:00,59.55,15:15:00,59.75,0.20000000000000284
2020-12-04,11:45:00,59.7,15:15:00,59.75,0.04999999999999716
2020-12-15,10:15:00,48.8,14:45:00,47.63214285714285,-1.1678571428571445
2020-12-15,11:30:00,48.9,15:00:00,47.48571428571428,-1.4142857142857181
2020-12-17,14:30:00,47.6,15:15:00,47.13928571428571,-0.46071428571428896
2020-12-17,11:15:00,47.5,15:15:00,47.05,-0.45000000000000284
2020-12-17,14:00:00,47.6,15:15:00,47.042857142857144,-0.5571428571428569
2020-12-17,12:15:00,47.6,15:15:00,47.05,-0.5500000000000043
2020-12-24,12:30:00,48.15,15:15:00,47.75,-0.3999999999999986
2020-12-24,14:30:00,48.05,15:15:00,47.75,-0.29999999999999716
2020-12-28,11:15:00,49.75,15:15:00,50.25,0.5
2020-12-23,13:00:00,47.0,15:15:00,47.0,0.0
2020-12-23,11:30:00,46.55,15:15:00,47.0,0.45000000000000284
2020-12-28,09:30:00,48.25,11:15:00,48.92142857142857,0.6714285714285708
2021-01-04,09:15:00,50.3,15:15:00,50.2,-0.09999999999999432
2020-12-31,13:30:00,50.25,15:15:00,49.56428571428572,-0.6857142857142833
2021-01-08,09:30:00,52.4,11:00:00,53.16428571428571,0.7642857142857125
2021-01-11,11:00:00,55.0,15:15:00,56.1,1.1000000000000014
2021-01-11,09:15:00,56.1,09:30:00,55.392857142857146,-0.7071428571428555
2021-01-08,11:15:00,53.55,15:15:00,53.55,0.0
2021-01-11,13:00:00,54.8,13:15:00,55.82142857142857,1.0214285714285722
2021-01-12,10:45:00,56.75,15:15:00,55.464285714285715,-1.2857142857142847
2021-01-08,15:15:00,53.55,15:15:00,53.55,0.0
2021-01-12,12:45:00,56.6,15:15:00,55.55,-1.0500000000000043
2021-01-12,14:30:00,56.55,15:15:00,55.55,-1.0
2021-01-20,10:45:00,55.5,15:15:00,55.6,0.10000000000000142
2021-01-19,11:00:00,54.8,15:15:00,55.55,0.75
2021-01-20,11:00:00,55.6,15:15:00,55.6,0.0
2021-01-20,15:15:00,55.6,15:15:00,55.6,0.0
